customer_region,customer_state,customer_city,revenue_items_only,orders_count
sudeste,MG,jequitai,204.18,2
nordeste,PE,riacho das almas,203.9,2
sudeste,MG,sao jose do goiabal,202.9,2
nordeste,PE,bodoco,202.8,2
sul,RS,colorado,202.7,3
sul,PR,boa vista da aparecida,202.47,4
sudeste,SP,flora rica,200.0,1
sudeste,SP,pinheiros,199.99,1
nordeste,MA,guimaraes,199.99,1
nordeste,PE,sao vicente ferrer,199.98,2
sul,PR,bom jesus do sul,199.9,1
nordeste,PB,uirauna,199.9,1
sul,PR,nova cantu,199.9,2
centro_oeste,GO,cumari,199.9,2
nordeste,CE,dourado,199.9,1
sul,RS,herval,199.89,2
sudeste,MG,bom jesus do amparo,199.89,1
norte,RO,colorado do oeste,199.88,3
sudeste,MG,guaraciaba,199.8,2
sudeste,SP,mirante do paranapanema,199.7,3
nordeste,PE,calcado,199.0,1
sul,RS,fontoura xavier,199.0,1
nordeste,MA,alto alegre do pindare,199.0,1
sudeste,MG,macuco de minas,199.0,1
sudeste,MG,morro da garca,199.0,1
nordeste,RN,lagoa de velhos,199.0,1
sudeste,MG,capitao andrade,199.0,1
sudeste,MG,andrequice,199.0,1
sudeste,SP,galia,199.0,1
centro_oeste,GO,palminopolis,199.0,1
nordeste,PB,curral de cima,199.0,1
sul,SC,santa rosa do sul,199.0,1
nordeste,PB,fagundes,198.9,1
nordeste,RN,francisco dantas,198.9,1
sudeste,MG,capetinga,198.9,2
norte,PA,sao sebastiao da boa vista,198.9,2
sul,PR,tunas do parana,198.9,2
sudeste,SP,irapua,198.8,4
sudeste,SP,zacarias,198.8,2
sudeste,SP,mira estrela,198.0,1
norte,TO,arraias,197.9,2
nordeste,CE,ibiapina,197.89,3
centro_oeste,MS,itapora,197.88,3
centro_oeste,MS,aquidauana,197.7,4
sul,RS,novo barreiro,197.59,2
nordeste,SE,general maynard,197.5,1
nordeste,BA,santana,197.3,3
nordeste,BA,serra dourada,197.14,2
sul,PR,flor da serra do sul,197.1,2
centro_oeste,GO,diorama,196.87,2
sul,RS,salto do jacui,196.36,4
sudeste,MG,conceicao do formoso,195.99,1
sudeste,MG,cachoeira do brumado,195.9,1
nordeste,BA,urucuca,195.9,2
sudeste,MG,piumhi,195.73,3
centro_oeste,GO,padre bernardo,195.7,4
sul,PR,itaipulandia,195.17,6
norte,AC,manoel urbano,194.99,1
nordeste,PI,campo alegre do fidalgo,194.98,1
sul,SC,turvo,194.89,4
sul,PR,ipora,194.89,2
norte,TO,couto de magalhaes,194.89,2
nordeste,BA,presidente dutra,194.8,3
sul,PR,sao joao do ivai,193.9,2
sudeste,SP,lourdes,193.7,2
nordeste,MA,mata roma,193.0,2
sudeste,SP,floreal,192.89,2
nordeste,BA,jaguaquara,192.4,2
sul,RS,ajuricaba,191.9,2
nordeste,BA,planaltino,191.8,1
sudeste,MG,diogo de vasconcelos,191.62,2
sudeste,MG,divisa alegre,190.99,2
sudeste,MG,santana do deserto,190.9,1
sudeste,MG,moema,189.99,1
sudeste,SP,botelho,189.98,1
sudeste,MG,berizal,189.9,1
sul,SC,sao bernardino,189.9,1
sudeste,MG,ressaquinha,189.9,1
centro_oeste,MS,vicentina,189.9,1
nordeste,CE,iraucuba,189.89,2
sul,RS,santo antonio do planalto,189.0,1
centro_oeste,MT,curvelandia,189.0,1
nordeste,CE,tururu,189.0,1
norte,PA,curralinho,188.76,1
norte,PA,ipixuna do para,188.0,2
nordeste,CE,erere,188.0,1
sul,PR,wenceslau braz,188.0,2
sudeste,MG,bugre,187.9,1
sul,PR,paraiso do norte,187.82,3
sul,RS,ararica,187.0,2
sudeste,MG,montezuma,186.89,2
sudeste,SP,alvares florence,185.76,2
centro_oeste,MT,jaciara,185.7,3
nordeste,BA,abare,185.19,2
norte,TO,goianorte,184.99,2
sudeste,SP,herculandia,184.89,3
sudeste,MG,santa rita do ibitipoca,184.7,2
sul,RS,cerro grande do sul,184.0,2
nordeste,BA,teofilandia,183.88,3
nordeste,RN,areia branca,183.6,3
sul,RS,tuparendi,183.49,2
sul,SC,trombudo central,182.89,4
sul,PR,cerro azul,182.18,4
sul,SC,botuvera,181.9,2
sul,RS,ilopolis,181.8,3
centro_oeste,GO,hidrolina,181.47,2
sul,SC,santa rosa de lima,180.15,3
sudeste,MG,arantina,180.0,1
nordeste,PB,sao jose dos cordeiros,180.0,1
sudeste,SP,avai,179.99,1
norte,PA,santa barbara do para,179.96,1
centro_oeste,GO,campinacu,179.9,1
nordeste,AL,porto de pedras,179.9,1
sudeste,SP,aparecida de monte alto,179.9,1
nordeste,BA,saubara,179.9,1
nordeste,SE,japoata,179.9,1
sudeste,SP,alambari,179.88,3
nordeste,PI,redencao do gurgueia,179.8,1
nordeste,BA,xique-xique,179.79,3
sudeste,SP,engenheiro balduino,179.6,1
sudeste,MG,senador amaral,179.46,2
sul,PR,palmital,179.0,1
nordeste,MA,pocao de pedras,179.0,1
nordeste,CE,fortim,179.0,1
sul,RS,mato leitao,179.0,2
nordeste,BA,cipo,179.0,1
sul,RS,salvador do sul,179.0,1
sudeste,MG,fruta de leite,178.9,2
sul,SC,campo alegre,178.9,2
nordeste,SE,umbauba,178.9,3
nordeste,MA,sambaiba,178.9,1
norte,PA,oeiras do para,178.65,2
sudeste,SP,santa rita d'oeste,178.57,3
sul,PR,paranacity,178.15,3
sudeste,MG,sao goncalo do abaete,177.99,2
sul,RS,roca sales,177.9,2
nordeste,RN,martins,177.89,2
nordeste,BA,conceicao do jacuipe,177.89,3
sul,RS,sarandi,177.39,5
sul,RS,tavares,176.99,1
sudeste,MG,guape,176.96,1
centro_oeste,GO,corumbaiba,176.8,4
sul,SC,rio das antas,176.8,2
sul,SC,xavantina,176.02,2
nordeste,MA,bom jesus das selvas,175.9,2
sul,RS,nonoai,175.9,2
centro_oeste,GO,campo alegre de goias,175.89,2
sudeste,MG,tiros,175.89,3
sudeste,MG,chacara,175.7,2
nordeste,BA,sao jose da vitoria,175.65,2
nordeste,CE,frecheirinha,175.09,2
nordeste,BA,palmeiras,174.95,2
nordeste,BA,canudos,174.9,1
centro_oeste,MT,nortelandia,174.9,1
nordeste,MA,carutapera,174.9,2
sudeste,ES,celina,174.9,2
sul,SC,quilombo,174.78,4
sudeste,MG,sao joao da mata,174.78,2
nordeste,BA,belo campo,174.47,3
nordeste,RN,poco de pedra,174.0,1
sul,RS,ipe,173.9,2
nordeste,SE,macambira,173.9,1
sudeste,SP,estrela do norte,173.79,3
sudeste,MG,sao miguel do anta,173.59,1
sudeste,MG,pocrane,172.99,3
sudeste,MG,bueno brandao,172.02,4
nordeste,BA,irara,171.89,2
sudeste,MG,ladainha,171.14,2
sudeste,MG,claraval,171.0,1
sudeste,SP,santa barbara d oeste,170.92,4
sudeste,MG,sao francisco do humaita,170.8,1
sul,RS,tres arroios,170.27,3
nordeste,PI,isaias coelho,170.0,1
nordeste,RN,lagoa d'anta,170.0,1
sudeste,MG,serra bonita,169.99,1
sudeste,MG,pequi,169.99,1
nordeste,BA,apuarema,169.99,1
sudeste,MG,desembargador otoni,169.99,1
nordeste,RN,ipueira,169.99,1
sudeste,RJ,ibitioca,169.99,1
nordeste,CE,deputado irapuan pinheiro,169.98,2
sul,RS,miraguai,169.97,1
nordeste,BA,sao miguel das matas,169.94,1
nordeste,BA,america dourada,169.9,1
sudeste,MG,felicio dos santos,169.9,1
nordeste,PE,correntes,169.9,1
nordeste,BA,pindobacu,169.9,3
sul,SC,arroio trinta,169.9,1
sudeste,MG,ipuiuna,169.9,1
centro_oeste,GO,carmo do rio verde,169.89,2
sudeste,MG,sao roque de minas,169.89,2
sudeste,SP,emilianopolis,169.85,2
norte,AM,urucurituba,169.8,2
sudeste,MG,cachoeira da prata,169.8,2
sudeste,MG,azurita,169.7,3
sudeste,SP,rinopolis,169.69,3
sudeste,MG,sao goncalo do rio das pedras,169.0,1
nordeste,BA,itaparica,168.49,1
sudeste,SP,sao joao de iracema,168.38,3
nordeste,BA,brotas de macaubas,168.0,1
centro_oeste,MT,nova olimpia,168.0,2
sul,PR,alto alegre,167.99,2
sul,PR,abatia,167.89,3
sul,RS,david canabarro,167.88,2
nordeste,BA,teolandia,167.8,4
centro_oeste,MT,cotriguacu,167.66,2
nordeste,BA,aramari,167.4,2
sudeste,ES,piacu,166.99,1
sudeste,RJ,sao joao do paraiso,166.99,1
sudeste,RJ,purilandia,166.99,1
nordeste,MA,parnarama,166.99,1
sudeste,MG,luz,166.9,2
sul,PR,ventania,166.77,3
sudeste,SP,porangaba,166.39,2
nordeste,BA,sao domingos,165.31,3
sudeste,MG,acaiaca,164.9,2
nordeste,PE,cha grande,164.89,1
centro_oeste,GO,alvorada do norte,164.88,3
sudeste,MG,ataleia,164.8,2
nordeste,BA,ibiassuce,164.5,2
sul,PR,lindoeste,164.3,2
nordeste,CE,saboeiro,163.99,1
sul,RS,agua santa,163.9,2
nordeste,SE,boquim,163.9,1
centro_oeste,GO,matrincha,163.29,2
sudeste,SP,euclides da cunha paulista,163.25,2
sudeste,SP,poloni,163.12,3
sul,SC,jaguaruna,162.9,2
norte,TO,alianca do tocantins,162.79,2
sul,RS,macambara,162.74,2
sudeste,MG,ibertioga,162.5,1
nordeste,PI,luzilandia,161.8,3
sudeste,MG,nazareno,161.8,2
nordeste,PE,panelas,161.79,2
sudeste,MG,rio preto,161.68,4
nordeste,AL,lagoa da canoa,160.99,1
nordeste,BA,ichu,160.98,2
sul,PR,jaboti,160.7,2
nordeste,PE,santa filomena,160.0,1
sul,PR,santa amelia,160.0,1
sudeste,ES,santo antonio do canaa,160.0,1
nordeste,SE,itaporanga d'ajuda,159.99,1
nordeste,CE,itapage,159.99,1
nordeste,PB,pedras de fogo,159.99,2
nordeste,PI,baixa grande do ribeiro,159.99,1
centro_oeste,GO,sao joao da parauna,159.99,1
nordeste,RN,jose da penha,159.99,1
sul,SC,romelandia,159.99,1
sudeste,ES,pancas,159.94,1
sul,PR,rio verde,159.9,1
nordeste,AL,monteiropolis,159.9,1
centro_oeste,GO,mimoso de goias,159.9,1
nordeste,PB,areial,159.9,1
nordeste,RN,governador dix-sept rosado,159.9,1
nordeste,PB,triunfo,159.9,1
sul,PR,marilandia do sul,159.9,1
sudeste,MG,santa fe de minas,159.9,1
nordeste,RN,alexandria,159.8,2
nordeste,BA,muritiba,159.49,1
centro_oeste,GO,jesupolis,159.33,2
sudeste,MG,santo antonio dos campos,159.0,1
sul,RS,capivari do sul,159.0,1
centro_oeste,GO,cavalcante,158.99,2
sul,PR,roncador,158.98,2
sul,PR,espigao alto do iguacu,158.9,2
sudeste,SP,marinopolis,158.88,2
centro_oeste,GO,sao patricio,158.7,1
sul,PR,pranchita,158.67,1
nordeste,BA,abaira,157.99,2
sudeste,SP,sao sebastiao da serra,157.9,1
sudeste,ES,aguia branca,157.89,2
sul,RS,jaguari,157.89,3
sul,RS,fazenda vilanova,157.8,2
nordeste,SE,itabaianinha,157.8,2
sul,RS,capao da porteira,157.0,2
nordeste,BA,nova canaa,156.9,2
centro_oeste,GO,aragarcas,156.88,3
nordeste,RN,guamare,156.8,2
sudeste,SP,nova campina,156.5,2
sul,RS,lagoao,156.45,1
sul,RS,bossoroca,155.99,1
nordeste,PI,campo grande do piaui,155.99,1
nordeste,AL,barra de sao miguel,155.98,2
sul,RS,sao vendelino,155.98,2
nordeste,CE,massape,155.9,2
sul,RS,campina das missoes,155.8,2
sul,PR,salgado filho,155.7,3
nordeste,PI,conceicao do caninde,155.44,1
norte,PA,novo repartimento,155.0,2
sul,SC,picarras,155.0,1
sul,PR,mariopolis,154.99,1
nordeste,BA,itabatan,154.98,2
sul,PR,sapopema,154.98,2
nordeste,BA,iramaia,154.9,2
sudeste,SP,aguas de santa barbara,154.9,3
nordeste,MA,mirinzal,154.87,3
sudeste,MG,sao joao do manhuacu,154.8,2
sudeste,MG,porto firme,153.61,2
centro_oeste,GO,nova crixas,153.4,1
nordeste,BA,maragogipe,152.8,2
sudeste,MG,capim branco,152.78,2
nordeste,PI,sao lourenco do piaui,152.49,1
nordeste,CE,groairas,152.15,1
nordeste,PI,novo oriente do piaui,152.01,2
centro_oeste,GO,agua fria de goias,152.0,1
nordeste,MA,buriti,151.79,1
sul,PR,eneas marques,151.68,4
sudeste,MG,carlos chagas,150.79,3
nordeste,CE,chaval,150.0,1
nordeste,PI,pio ix,149.99,1
nordeste,PB,aroeiras,149.99,1
sudeste,SP,tecainda,149.99,1
nordeste,MA,jatoba,149.99,1
sudeste,MG,urucuia,149.99,1
nordeste,PB,santa cecilia,149.9,1
nordeste,BA,presidente janio quadros,149.9,1
sudeste,MG,mendonca,149.9,1
nordeste,PI,alegrete do piaui,149.9,1
sudeste,MG,rio espera,149.9,1
norte,RO,cabixi,149.9,1
sudeste,MG,guiricema,149.9,1
nordeste,CE,guassusse,149.9,1
nordeste,PI,sao jose do piaui,149.9,1
nordeste,BA,jaua,149.9,1
sul,RS,ivora,149.9,1
nordeste,PB,remigio,149.9,1
centro_oeste,GO,cocalzinho de goias,149.9,1
nordeste,RN,sitio novo,149.9,1
nordeste,RN,sao jose do serido,149.9,1
sudeste,MG,perpetuo socorro,149.89,2
sul,PR,luiziana,149.85,2
nordeste,CE,pacoti,149.8,2
centro_oeste,MT,nova canaa do norte,149.78,3
sul,SC,belmonte,149.7,1
sudeste,MG,dom joaquim,149.0,1
centro_oeste,MT,santo antonio do leste,149.0,1
nordeste,BA,heliopolis,149.0,1
sudeste,MG,piracema,149.0,1
sudeste,MG,simao pereira,149.0,1
sudeste,RJ,bom jesus do querendo,149.0,1
sul,PR,quatro pontes,149.0,1
sul,RS,ibarama,149.0,1
sudeste,MG,urucania,149.0,1
sudeste,MG,ribeiro junqueira,149.0,1
sul,SC,sao domingos,148.99,2
centro_oeste,GO,cachoeira dourada,148.9,2
norte,PA,mae do rio,148.89,2
nordeste,RN,ielmo marinho,148.7,2
sudeste,MG,sao jose do divino,148.0,1
sul,SC,witmarsum,147.79,3
nordeste,AL,taquarana,146.99,1
sudeste,MG,paiva,146.2,2
sudeste,SP,caiua,146.0,2
sudeste,MG,ritapolis,145.69,3
sul,RS,esmeralda,145.0,1
sul,RS,vespasiano correa,144.99,1
nordeste,BA,candeal,144.99,1
nordeste,PE,macaparana,144.88,2
sul,RS,putinga,144.8,2
centro_oeste,GO,aruana,144.8,2
nordeste,CE,carire,144.79,3
nordeste,RN,patu,144.49,3
nordeste,BA,ubata,144.0,1
centro_oeste,GO,mara rosa,143.9,2
sudeste,MG,turvolandia,143.9,2
nordeste,BA,barra,143.9,2
sul,RS,santa barbara do sul,143.8,2
nordeste,BA,nova fatima,143.8,1
sul,PR,ourizona,143.8,1
sudeste,SP,santa maria da serra,143.64,2
nordeste,PE,capoeiras,143.0,1
sudeste,SP,lucianopolis,142.9,2
sudeste,SP,itirapina,142.9,2
sul,RS,victor graeff,142.8,2
sul,PR,chopinzinho,142.38,4
nordeste,CE,parambu,141.86,4
sul,RS,vila langaro,140.64,3
sudeste,RJ,visconde de maua,140.59,3
centro_oeste,MT,salto do ceu,140.39,2
nordeste,CE,varzea alegre,140.29,2
nordeste,PB,alagoa grande,139.99,1
nordeste,BA,jussari,139.99,2
sul,SC,paial,139.99,1
sul,RS,sao joao da urtiga,139.9,1
sul,RS,alto alegre,139.9,1
nordeste,BA,cravolandia,139.9,1
sudeste,MG,central de santa helena,139.9,1
nordeste,PI,ilha grande,139.9,1
sudeste,MG,brejo bonito,139.9,1
nordeste,BA,tabocas do brejo velho,139.88,3
sudeste,MG,sao geraldo da piedade,139.8,1
sul,PR,sao clemente,139.8,1
sudeste,RJ,tres irmaos,139.8,1
sudeste,MG,angustura,139.0,1
nordeste,PB,caldas brandao,139.0,1
sul,PR,adhemar de barros,139.0,1
sul,PR,jardim olinda,139.0,1
nordeste,BA,dario meira,138.99,2
centro_oeste,GO,simolandia,138.99,2
nordeste,BA,oliveira dos brejinhos,138.9,2
sudeste,MG,machacalis,138.89,2
sul,PR,itaguaje,138.8,2
nordeste,MA,satubinha,138.79,2
sudeste,MG,senador firmino,138.57,2
sul,PR,clevelandia,138.5,3
sul,PR,iguatu,137.9,1
nordeste,MA,pastos bons,137.9,2
nordeste,BA,itapicuru,137.33,2
centro_oeste,MT,gaucha do norte,136.48,2
sudeste,MG,pirajuba,135.9,1
nordeste,PB,cubati,135.89,2
centro_oeste,MS,bataipora,135.3,1
norte,TO,centenario,134.99,1
sudeste,SP,estrela d oeste,134.9,1
sul,PR,ibema,134.9,1
nordeste,PE,quixada,134.9,1
sudeste,MG,matutina,134.89,2
nordeste,BA,pindai,134.8,2
sudeste,MG,carrancas,134.79,3
centro_oeste,GO,apore,134.64,1
sudeste,ES,jacigua,134.49,2
centro_oeste,MT,rio branco,133.88,4
sudeste,SP,lupercio,133.79,3
centro_oeste,GO,urutai,133.48,3
centro_oeste,MT,itiquira,133.0,1
nordeste,PI,agua branca,132.9,2
nordeste,CE,madalena,132.9,1
sudeste,MG,silvianopolis,132.5,3
sul,SC,caibi,132.05,3
sudeste,SP,nossa senhora do remedio,131.9,2
sudeste,ES,iuna,131.0,2
nordeste,BA,correntina,130.99,2
sul,RS,seberi,130.39,2
sul,SC,ipira,130.2,2
nordeste,PB,inga,130.0,1
sul,SC,lajeado grande,130.0,1
norte,PA,floresta do araguaia,129.99,1
nordeste,RN,carnauba dos dantas,129.99,1
centro_oeste,GO,sao luiz do norte,129.99,1
sul,PR,maua da serra,129.99,2
nordeste,PE,agua preta,129.99,1
sudeste,MG,ibiracatu,129.99,1
nordeste,AL,luziapolis,129.99,1
sul,RS,chiapetta,129.99,1
sul,PR,cruzeiro do iguacu,129.99,1
sudeste,MG,orizania,129.95,1
sudeste,MG,grupiara,129.94,1
nordeste,CE,flores,129.9,1
sudeste,MG,itatiaiucu,129.9,2
nordeste,PB,araruna,129.9,1
nordeste,PB,riacho de santo antonio,129.9,1
nordeste,RN,riacho da cruz,129.9,1
sul,PR,amapora,129.9,2
norte,PA,murucupi,129.9,1
nordeste,BA,itagimirim,129.9,1
centro_oeste,MT,porto estrela,129.9,1
centro_oeste,GO,mairipotaba,129.77,1
nordeste,PB,nova floresta,129.6,1
norte,TO,araguacu,129.5,1
sudeste,MG,comercinho,129.0,1
sudeste,MG,paula candido,129.0,1
norte,TO,carmolandia,129.0,1
sudeste,MG,corrego fundo,129.0,1
sudeste,SP,alfredo marcondes,129.0,1
nordeste,BA,mundo novo,129.0,1
sul,PR,boa esperanca,129.0,1
sudeste,SP,jeriquara,129.0,1
sul,PR,grandes rios,128.99,2
centro_oeste,MT,castanheira,128.98,3
sudeste,MG,santa cruz do prata,128.9,2
sudeste,ES,brejetuba,128.89,1
centro_oeste,MT,poxoreu,128.57,2
nordeste,MA,sao domingos do maranhao,127.89,2
centro_oeste,DF,guara,127.78,3
sul,SC,angelina,126.99,1
sul,PR,farol,126.99,1
centro_oeste,GO,corumba de goias,126.99,2
nordeste,PE,jatauba,126.89,2
sul,RS,barao de cotegipe,126.89,2
nordeste,BA,itagiba,126.89,2
sudeste,SP,jaborandi,126.29,3
nordeste,RN,sao fernando,125.9,1
sudeste,MG,piau,125.89,2
sul,SC,abdon batista,125.4,1
nordeste,BA,sao desiderio,125.0,1
centro_oeste,MT,tapurah,125.0,1
sul,RS,mariano moro,125.0,1
sul,RS,charrua,125.0,1
sudeste,SP,natividade da serra,125.0,1
sudeste,MG,inhauma,124.98,2
nordeste,BA,brejoes,124.9,1
sul,PR,imbau,124.2,2
sudeste,MG,coracao de jesus,123.9,3
nordeste,CE,barreira,123.89,1
centro_oeste,MT,juscimeira,123.8,2
sul,PR,santana,122.99,1
centro_oeste,GO,aurilandia,122.99,1
sul,RS,sao nicolau,122.99,1
nordeste,RN,felipe guerra,122.99,1
nordeste,BA,ibirapua,122.99,1
sul,RS,maquine,122.99,1
sul,RS,protasio alves,122.9,2
nordeste,PE,caetes,122.9,1
nordeste,BA,mascote,122.4,2
sul,PR,doutor ulysses,122.0,1
sul,SC,coronel martins,121.3,2
norte,TO,divinopolis do tocantins,120.99,1
centro_oeste,GO,araguapaz,120.9,2
norte,RO,mirante da serra,120.9,1
sudeste,SP,sao francisco,120.87,2
sudeste,MG,morro do ferro,120.0,1
centro_oeste,MS,tacuru,120.0,1
nordeste,PB,pitanga de estrada,120.0,1
norte,TO,lajeado,120.0,1
nordeste,RN,severiano melo,120.0,1
nordeste,BA,biritinga,120.0,1
nordeste,MA,miranda do norte,120.0,1
sudeste,MG,passa tempo,120.0,1
sul,RS,nova araca,119.99,1
nordeste,PI,santa cruz do piaui,119.99,1
sudeste,MG,sao joao das missoes,119.99,2
sul,RS,erebango,119.99,1
sudeste,SP,bora,119.9,1
sudeste,MG,cachoeira dourada,119.9,1
nordeste,BA,wagner,119.9,1
sudeste,MG,bela vista de minas,119.9,1
centro_oeste,GO,ipiranga de goias,119.9,1
nordeste,CE,mucambo,119.9,1
centro_oeste,GO,santo antonio de goias,119.9,1
sudeste,ES,vila nelita,119.9,2
sudeste,MG,serranopolis de minas,119.9,1
sudeste,MG,sardoa,119.9,1
norte,RO,presidente medici,119.89,2
sul,SC,morro grande,119.8,1
sul,RS,silveira martins,119.8,1
sudeste,MG,aracitaba,119.8,2
sudeste,MG,antunes,119.8,1
sudeste,RJ,sacra familia do tingua,119.8,1
nordeste,PB,areia,119.8,2
sul,SC,jose boiteux,119.7,1
sudeste,MG,ferros,119.6,2
nordeste,PB,bonito de santa fe,119.6,1
norte,PA,mojui dos campos,119.59,2
nordeste,BA,central,119.5,1
nordeste,BA,maiquinique,119.4,1
nordeste,BA,saude,119.4,2
sudeste,MG,andrelandia,119.36,3
sudeste,MG,senador modestino goncalves,119.32,2
nordeste,MA,araguana,119.0,1
sul,PR,sede alvorada,119.0,1
sul,RS,andre da rocha,119.0,1
sudeste,MG,campo alegre de minas,119.0,1
sudeste,SP,meridiano,119.0,1
sul,SC,sao cristovao do sul,118.99,1
sul,PR,quinta do sol,118.99,3
sul,PR,sao jose da boa vista,118.99,1
sul,RS,alpestre,118.9,1
sul,SC,treviso,118.9,1
nordeste,BA,ibitiara,118.9,1
norte,RO,guajara-mirim,118.89,3
nordeste,BA,barro preto,118.8,1
sudeste,MG,dionisio,118.8,2
sul,PR,jardim alegre,118.38,2
sul,SC,cerro negro,118.0,1
norte,RO,cerejeiras,117.99,1
nordeste,RN,marcelino vieira,117.7,1
sudeste,MG,durande,117.49,2
sul,PR,iretama,117.3,1
sudeste,MG,sao geraldo do baguari,117.3,1
sul,PR,sao pedro do iguacu,117.3,1
sul,PR,rancho alegre d'oeste,117.3,1
sudeste,SP,venda branca,117.3,1
sudeste,MG,salto da divisa,116.98,2
centro_oeste,MS,anastacio,116.9,2
sudeste,MG,senhora de oliveira,116.9,2
sudeste,MG,chale,116.4,2
sudeste,MG,careacu,116.13,2
nordeste,CE,quixelo,115.99,2
norte,TO,duere,115.9,1
sul,RS,coxilha,115.9,2
sudeste,SP,jaci,115.89,2
sudeste,MG,presidente kubitschek,115.43,2
nordeste,PI,lagoinha do piaui,115.0,1
nordeste,PI,luis correia,115.0,1
norte,TO,aparecida do rio negro,115.0,1
sul,PR,cantagalo,114.99,2
nordeste,PE,sao domingos,114.94,1
nordeste,PI,bocaina,114.9,1
sudeste,MG,cruzeiro da fortaleza,114.9,2
norte,TO,pugmil,114.9,1
centro_oeste,GO,domiciano ribeiro,114.89,2
nordeste,PB,conceicao,114.49,2
sul,SC,luiz alves,114.0,2
sudeste,MG,jacinto,113.99,2
nordeste,MA,chapadinha,113.88,3
nordeste,RN,lagoa nova,113.8,2
centro_oeste,MS,pedro gomes,113.0,1
nordeste,MA,sao joao batista,113.0,1
sul,PR,nova santa barbara,113.0,1
nordeste,PB,alagoa nova,113.0,1
centro_oeste,GO,aragoiania,112.9,1
sudeste,MG,estrela do indaia,112.8,2
sudeste,SP,presidente alves,112.61,2
sudeste,SP,neves paulista,112.58,3
sul,PR,turvo,112.1,2
sul,RS,cotipora,112.0,1
sudeste,SP,mariapolis,111.9,2
nordeste,BA,itagi,111.89,2
nordeste,RN,extremoz,111.79,2
sul,PR,manfrinopolis,111.0,1
sul,RS,lindolfo collor,110.9,1
sul,PR,ipiranga,110.89,3
nordeste,BA,wenceslau guimaraes,110.0,1
nordeste,PB,lagoa,110.0,1
nordeste,CE,independencia,110.0,1
nordeste,PI,caldeirao grande do piaui,110.0,1
sudeste,MG,umburatiba,109.99,1
sul,RS,caseiros,109.9,1
nordeste,RN,jandaira,109.9,1
sul,RS,ipiranga do sul,109.9,1
nordeste,PB,arara,109.9,1
nordeste,CE,missi,109.9,1
nordeste,AL,sao jose da tapera,109.9,1
sudeste,SP,nova canaa paulista,109.89,2
sul,RS,sao francisco de assis,109.89,2
nordeste,CE,ocara,109.89,2
nordeste,CE,aiuaba,109.7,1
sul,RS,herveiras,109.0,1
sudeste,MG,japaraiba,108.9,1
centro_oeste,GO,arenopolis,108.9,1
sudeste,MG,francisco dumont,108.89,2
norte,TO,parana,108.88,2
sudeste,SP,tapirai,108.65,2
sudeste,MG,itabirinha,108.0,1
sudeste,SP,ajapi,108.0,1
nordeste,PB,picui,107.99,2
nordeste,BA,canarana,107.9,1
sul,RS,capitao,107.8,1
sudeste,SP,igaracu do tiete,107.69,4
sudeste,MG,liberdade,107.23,3
sudeste,SP,mombuca,107.14,3
norte,TO,augustinopolis,107.0,1
norte,PA,santa maria do para,106.99,2
sudeste,SP,anhembi,106.9,1
sudeste,MG,agua comprida,106.9,2
sul,SC,peritiba,106.9,2
sudeste,MG,varjao de minas,105.8,2
nordeste,PI,itaueira,105.28,2
nordeste,MA,presidente medici,105.0,1
norte,TO,colmeia,105.0,2
sudeste,MG,quatituba,105.0,1
nordeste,PE,pombos,105.0,1
nordeste,AL,dois riachos,104.99,1
sudeste,RJ,conrado,104.9,1
sudeste,MG,sao domingos das dores,104.9,2
sudeste,MG,santo hipolito,104.4,1
sudeste,ES,divino de sao lourenco,103.97,1
sul,SC,lindoia do sul,103.9,1
sul,PR,tamarana,103.9,2
sudeste,MG,crisolita,103.9,2
sul,PR,california,103.8,2
sudeste,MG,pocoes de paineiras,102.89,1
nordeste,PI,pimenteiras,102.5,2
sudeste,MG,planura,102.16,2
sudeste,ES,governador lindenberg,101.97,2
sudeste,SP,guzolandia,101.62,1
sudeste,ES,braco do rio,101.49,2
sul,SC,sao bonifacio,101.0,1
nordeste,BA,itubera,100.73,3
nordeste,CE,oros,100.65,2
nordeste,BA,dom basilio,100.28,3
sudeste,SP,rubineia,100.0,1
sul,RS,fortaleza dos valos,100.0,1
nordeste,SE,japaratuba,99.99,1
sudeste,MG,inconfidentes,99.99,2
nordeste,BA,barrocas,99.99,1
sudeste,MG,silvano,99.99,1
nordeste,BA,campo alegre de lourdes,99.99,1
nordeste,BA,banzae,99.99,1
sudeste,SP,santa clara d'oeste,99.99,1
sul,SC,fragosos,99.99,1
nordeste,MA,brejo,99.99,1
sudeste,MG,claro dos pocoes,99.99,1
nordeste,RN,tibau do sul,99.99,1
nordeste,PE,nazare da mata,99.99,1
sul,RS,santa maria do herval,99.99,1
sudeste,MG,brasopolis,99.99,1
sudeste,RJ,mussurepe,99.99,1
sudeste,MG,bonito de minas,99.99,1
nordeste,CE,caridade,99.9,1
centro_oeste,MT,nova ubirata,99.9,1
nordeste,PE,orobo,99.9,1
nordeste,AL,cajueiro,99.9,1
sudeste,MG,sao vitor,99.9,1
nordeste,BA,umburanas,99.9,1
sul,SC,frei rogerio,99.9,1
sul,PR,douradina,99.9,1
sul,RS,sao pedro do butia,99.9,1
norte,PA,nova timboteua,99.9,1
sudeste,MG,coronel pacheco,99.9,1
sudeste,MG,olhos d'agua,99.9,1
sudeste,SP,novais,99.9,1
